SessionID,DeviceType,Country,ReferralSource,Purchased,MaxStepOrder,Timestamp,furthest_step
session_189,Mobile,India,Social Media,1,4,2025-07-13 06:34:25,confirmation
session_1890,Mobile,Canada,Google,1,4,2025-02-23 08:59:06,confirmation
session_1891,Desktop,Australia,Email,0,1,2025-01-18 08:43:56,product_page
session_1892,Mobile,USA,Direct,0,1,2025-08-21 00:38:31,product_page
session_1893,Desktop,India,Email,0,0,2025-05-04 01:41:24,home
session_1894,Mobile,Canada,Google,1,4,2025-02-17 20:14:46,confirmation
session_1895,Tablet,UK,Social Media,0,1,2025-04-24 18:37:27,product_page
session_1896,Desktop,India,Social Media,0,1,2025-02-13 18:59:34,product_page
session_1897,Mobile,France,Direct,0,0,2025-07-04 22:44:15,home
session_1898,Tablet,Canada,Email,0,0,2025-04-01 16:39:15,home
session_1899,Tablet,Australia,Direct,1,4,2025-03-16 00:34:57,confirmation
session_19,Tablet,USA,Email,0,1,2025-04-15 22:13:33,product_page
session_190,Desktop,UK,Direct,0,0,2025-05-31 10:27:31,home
session_1900,Tablet,USA,Google,0,2,2025-04-12 05:12:45,cart
session_1901,Desktop,France,Direct,1,4,2025-03-07 14:23:25,confirmation
session_1902,Mobile,France,Social Media,0,0,2025-05-13 04:31:35,home
session_1903,Desktop,Canada,Social Media,0,1,2025-05-09 21:47:56,product_page
session_1904,Tablet,UK,Email,0,1,2025-01-04 20:47:10,product_page
session_1905,Tablet,UK,Social Media,1,4,2025-08-21 03:41:55,confirmation
session_1906,Desktop,Canada,Google,0,2,2025-07-25 07:28:37,cart
session_1907,Tablet,Germany,Social Media,0,0,2025-06-01 21:20:48,home
session_1908,Desktop,France,Google,0,1,2025-06-05 04:19:49,product_page
session_1909,Desktop,France,Social Media,0,1,2025-04-19 05:17:05,product_page
session_191,Mobile,USA,Social Media,0,1,2025-02-07 21:14:28,product_page
session_1910,Desktop,UK,Email,0,1,2025-03-18 00:36:51,product_page
session_1911,Mobile,Canada,Email,0,3,2025-01-12 22:43:03,checkout
session_1912,Mobile,USA,Google,0,2,2025-03-26 14:10:44,cart
session_1913,Desktop,Germany,Google,1,4,2025-07-22 12:46:15,confirmation
session_1914,Tablet,France,Email,0,0,2025-01-21 11:57:30,home
session_1915,Mobile,Canada,Google,0,1,2025-02-25 13:32:38,product_page
session_1916,Mobile,Germany,Google,1,4,2025-01-05 20:17:20,confirmation
session_1917,Tablet,India,Social Media,0,1,2025-01-02 03:35:25,product_page
session_1918,Desktop,Australia,Direct,0,1,2025-01-11 03:17:07,product_page
session_1919,Tablet,India,Email,1,4,2025-08-10 08:49:24,confirmation
session_192,Tablet,France,Google,0,1,2025-05-29 02:00:37,product_page
session_1920,Desktop,India,Direct,0,0,2025-04-10 08:12:28,home
session_1921,Tablet,France,Direct,0,0,2025-08-22 16:53:18,home
session_1922,Mobile,India,Google,1,4,2025-03-21 15:40:18,confirmation
session_1923,Mobile,Germany,Social Media,0,1,2025-08-22 00:16:30,product_page
session_1924,Tablet,USA,Google,0,1,2025-01-08 04:08:17,product_page
session_1925,Mobile,Australia,Direct,0,0,2025-07-22 22:42:43,home
session_1926,Mobile,Australia,Google,0,0,2025-03-02 03:24:01,home
session_1927,Mobile,France,Email,0,1,2025-08-01 08:17:00,product_page
session_1928,Desktop,Canada,Google,1,4,2025-08-22 23:25:21,confirmation
session_1929,Mobile,France,Google,1,4,2025-08-10 17:21:12,confirmation
session_193,Mobile,India,Email,0,1,2025-04-27 20:55:20,product_page
session_1930,Desktop,USA,Social Media,0,0,2025-01-20 18:44:54,home
session_1931,Desktop,USA,Social Media,0,1,2025-05-04 19:24:32,product_page
session_1932,Mobile,Canada,Email,0,1,2025-03-17 13:13:50,product_page
session_1933,Tablet,India,Google,0,0,2025-08-25 22:41:02,home
session_1934,Tablet,Germany,Google,1,4,2025-08-27 04:00:30,confirmation
session_1935,Desktop,USA,Social Media,0,1,2025-07-25 07:58:10,product_page
session_1936,Tablet,USA,Email,1,4,2025-08-17 00:31:30,confirmation
session_1937,Tablet,Germany,Direct,0,1,2025-03-08 18:50:47,product_page
session_1938,Tablet,UK,Direct,0,2,2025-07-21 22:18:03,cart
session_1939,Mobile,Australia,Direct,1,4,2025-01-18 13:51:25,confirmation
session_194,Mobile,Australia,Social Media,0,0,2025-05-27 14:04:02,home
session_1940,Desktop,Canada,Email,1,4,2025-04-20 04:01:37,confirmation
session_1941,Desktop,USA,Email,0,1,2025-02-17 06:58:43,product_page
session_1942,Desktop,UK,Google,0,1,2025-03-18 00:18:15,product_page
session_1943,Desktop,USA,Email,0,1,2025-02-02 00:04:58,product_page
session_1944,Desktop,India,Social Media,1,4,2025-07-22 14:41:00,confirmation
session_1945,Desktop,USA,Social Media,0,1,2025-06-14 05:18:48,product_page
session_1946,Mobile,Australia,Google,1,4,2025-07-12 02:30:06,confirmation
session_1947,Desktop,Canada,Email,1,4,2025-03-03 11:19:43,confirmation
session_1948,Mobile,USA,Social Media,1,4,2025-07-20 01:53:01,confirmation
session_1949,Mobile,Australia,Email,0,0,2025-01-07 10:47:20,home
session_195,Desktop,Germany,Social Media,0,1,2025-05-24 11:16:58,product_page
session_1950,Mobile,Germany,Social Media,1,4,2025-04-06 10:25:16,confirmation
session_1951,Desktop,UK,Google,0,1,2025-07-31 08:35:56,product_page
session_1952,Mobile,Canada,Email,0,3,2025-02-23 05:01:54,checkout
session_1953,Tablet,Germany,Direct,0,0,2025-06-28 11:06:11,home
session_1954,Desktop,UK,Social Media,0,1,2025-07-14 08:27:12,product_page
session_1955,Desktop,Canada,Social Media,1,4,2025-04-30 05:25:42,confirmation
session_1956,Mobile,Canada,Google,0,0,2025-02-04 07:01:16,home
session_1957,Mobile,Germany,Direct,0,1,2025-07-02 12:49:20,product_page
session_1958,Tablet,Canada,Social Media,0,1,2025-01-28 13:15:56,product_page
session_1959,Tablet,Germany,Email,0,1,2025-04-13 20:10:16,product_page
session_196,Tablet,USA,Direct,0,1,2025-08-09 18:41:48,product_page
session_1960,Tablet,Canada,Social Media,0,1,2025-02-08 12:23:00,product_page
session_1961,Tablet,Canada,Email,1,4,2025-02-17 04:03:23,confirmation
session_1962,Desktop,Australia,Social Media,0,1,2025-01-28 03:04:55,product_page
session_1963,Mobile,UK,Social Media,0,0,2025-02-19 20:55:24,home
session_1964,Mobile,France,Email,1,4,2025-01-08 19:23:57,confirmation
session_1965,Desktop,Australia,Direct,0,2,2025-08-25 17:06:26,cart
session_1966,Tablet,Canada,Email,0,0,2025-08-16 22:06:11,home
session_1967,Mobile,Australia,Google,0,1,2025-07-22 18:42:07,product_page
session_1968,Mobile,Australia,Social Media,0,1,2025-07-26 16:52:44,product_page
session_1969,Mobile,Canada,Direct,0,1,2025-07-08 19:43:50,product_page
session_197,Mobile,UK,Social Media,0,1,2025-04-07 23:24:28,product_page
session_1970,Desktop,Canada,Direct,1,4,2025-03-11 09:50:43,confirmation
session_1971,Mobile,France,Direct,0,1,2025-01-10 23:14:36,product_page
session_1972,Desktop,France,Social Media,0,1,2025-01-16 08:18:28,product_page
session_1973,Mobile,Canada,Direct,0,1,2025-04-09 13:33:27,product_page
session_1974,Mobile,Australia,Email,0,0,2025-06-18 06:21:21,home
session_1975,Tablet,Australia,Email,0,0,2025-06-14 00:00:33,home
session_1976,Desktop,Germany,Email,0,1,2025-02-13 01:36:25,product_page
session_1977,Mobile,Australia,Direct,1,4,2025-07-06 02:20:41,confirmation
session_1978,Mobile,India,Email,0,0,2025-03-04 10:43:08,home
session_1979,Tablet,Germany,Email,1,4,2025-04-17 09:49:13,confirmation
session_198,Tablet,Germany,Email,0,2,2025-05-11 22:02:11,cart
session_1980,Mobile,Germany,Google,1,4,2025-08-21 13:09:03,confirmation
session_1981,Tablet,France,Email,0,0,2025-04-16 18:42:27,home
session_1982,Mobile,Australia,Email,1,4,2025-06-23 10:01:45,confirmation
session_1983,Mobile,Canada,Email,0,1,2025-05-24 20:55:01,product_page
session_1984,Tablet,USA,Social Media,0,0,2025-04-23 03:13:57,home
session_1985,Desktop,Germany,Direct,0,0,2025-08-01 08:13:00,home
session_1986,Tablet,UK,Email,1,4,2025-06-04 05:20:57,confirmation
session_1987,Tablet,India,Google,0,2,2025-02-23 03:42:29,cart
session_1988,Desktop,USA,Email,0,3,2025-01-13 08:13:24,checkout
session_1989,Mobile,UK,Email,0,1,2025-05-12 02:20:22,product_page
session_199,Tablet,Australia,Google,0,1,2025-01-09 19:56:59,product_page
session_1990,Mobile,France,Social Media,0,3,2025-06-27 15:57:04,checkout
session_1991,Mobile,Germany,Email,0,1,2025-04-04 21:38:45,product_page
session_1992,Desktop,UK,Direct,0,0,2025-03-06 06:10:32,home
session_1993,Desktop,UK,Email,1,4,2025-05-26 00:29:45,confirmation
session_1994,Mobile,USA,Email,1,4,2025-05-21 05:23:31,confirmation
session_1995,Tablet,Germany,Social Media,1,4,2025-07-19 15:13:27,confirmation
session_1996,Tablet,UK,Google,0,1,2025-08-25 21:44:03,product_page
session_1997,Tablet,France,Google,0,1,2025-05-15 17:31:06,product_page
session_1998,Mobile,Australia,Google,0,2,2025-05-16 06:09:44,cart
session_1999,Mobile,USA,Social Media,0,1,2025-03-08 15:32:14,product_page
session_2,Mobile,India,Google,0,0,2025-06-24 15:40:46,home
session_20,Desktop,Canada,Direct,0,1,2025-03-18 04:06:06,product_page
session_200,Desktop,France,Email,1,4,2025-03-29 12:58:29,confirmation
session_2000,Tablet,France,Email,0,1,2025-07-12 16:02:29,product_page
session_2001,Desktop,Germany,Direct,0,2,2025-07-13 15:23:22,cart
session_2002,Desktop,India,Email,0,0,2025-04-02 23:04:42,home
session_2003,Desktop,India,Email,0,1,2025-02-06 04:16:11,product_page
session_2004,Mobile,France,Email,0,1,2025-06-14 18:22:50,product_page
session_2005,Desktop,India,Social Media,1,4,2025-05-09 03:15:17,confirmation
session_2006,Tablet,India,Social Media,0,0,2025-03-20 17:33:54,home
session_2007,Desktop,India,Email,0,1,2025-04-02 16:37:33,product_page
session_2008,Desktop,UK,Direct,0,0,2025-07-14 06:13:01,home
session_2009,Tablet,Australia,Social Media,0,0,2025-07-11 11:35:56,home
session_201,Desktop,USA,Google,1,4,2025-08-05 16:07:49,confirmation
session_2010,Tablet,UK,Email,1,4,2025-07-25 11:26:38,confirmation
session_2011,Mobile,India,Social Media,0,1,2025-06-26 14:02:57,product_page
session_2012,Tablet,UK,Direct,0,1,2025-04-05 08:33:14,product_page
session_2013,Desktop,Australia,Social Media,0,1,2025-04-24 09:11:43,product_page
session_2014,Mobile,France,Social Media,0,1,2025-07-11 03:26:29,product_page
session_2015,Mobile,France,Direct,0,1,2025-07-17 04:34:19,product_page
session_2016,Tablet,Germany,Google,0,0,2025-03-21 09:57:03,home
session_2017,Tablet,India,Google,0,1,2025-05-13 05:46:03,product_page
session_2018,Mobile,India,Google,1,4,2025-06-06 00:26:42,confirmation
session_2019,Desktop,UK,Google,0,0,2025-04-26 01:25:41,home
session_202,Tablet,India,Google,1,4,2025-01-20 15:40:21,confirmation
session_2020,Mobile,Germany,Direct,0,0,2025-05-01 16:18:09,home
session_2021,Mobile,Canada,Email,0,0,2025-08-06 13:25:55,home
session_2022,Tablet,India,Email,0,1,2025-08-21 20:10:43,product_page
session_2023,Tablet,India,Email,0,0,2025-04-30 17:02:22,home
session_2024,Desktop,Germany,Email,0,1,2025-01-04 20:50:37,product_page
session_2025,Desktop,Germany,Email,0,1,2025-02-19 00:07:02,product_page
session_2026,Tablet,UK,Direct,0,1,2025-05-04 01:51:32,product_page
session_2027,Tablet,India,Direct,0,1,2025-01-16 05:25:36,product_page
session_2028,Tablet,Canada,Social Media,0,2,2025-08-14 06:07:06,cart
session_2029,Tablet,Australia,Email,0,0,2025-06-11 11:48:47,home
session_203,Mobile,Canada,Social Media,0,2,2025-07-24 16:52:43,cart
session_2030,Tablet,India,Email,0,1,2025-06-17 14:57:08,product_page
session_2031,Desktop,Canada,Direct,0,1,2025-08-21 06:20:17,product_page
session_2032,Desktop,Germany,Social Media,0,0,2025-04-13 07:12:53,home
session_2033,Tablet,Canada,Direct,0,0,2025-04-03 02:26:59,home
session_2034,Desktop,USA,Email,1,4,2025-08-17 11:15:18,confirmation
session_2035,Desktop,India,Social Media,0,1,2025-07-23 19:01:52,product_page
session_2036,Mobile,Canada,Google,0,0,2025-01-26 10:01:22,home
session_2037,Desktop,Australia,Direct,0,0,2025-07-15 06:39:57,home
session_2038,Tablet,France,Social Media,0,1,2025-05-07 04:35:01,product_page
session_2039,Mobile,USA,Email,0,2,2025-06-19 00:10:00,cart
session_204,Mobile,Australia,Google,1,4,2025-03-29 00:36:13,confirmation
session_2040,Tablet,Germany,Direct,0,1,2025-06-30 23:59:49,product_page
session_2041,Tablet,UK,Email,1,4,2025-06-25 00:31:00,confirmation
session_2042,Tablet,Canada,Social Media,1,4,2025-08-13 11:50:45,confirmation
session_2043,Tablet,UK,Direct,0,1,2025-02-12 18:46:13,product_page
session_2044,Desktop,France,Direct,0,1,2025-08-01 18:21:48,product_page
session_2045,Tablet,Canada,Direct,0,1,2025-01-15 15:04:02,product_page
session_2046,Tablet,Canada,Email,0,0,2025-02-26 06:32:24,home
session_2047,Mobile,USA,Social Media,0,2,2025-08-13 19:38:17,cart
session_2048,Mobile,France,Direct,0,0,2025-02-09 07:50:35,home
session_2049,Mobile,France,Direct,0,1,2025-02-23 12:22:09,product_page
session_205,Mobile,France,Social Media,1,4,2025-06-18 22:04:46,confirmation
session_2050,Mobile,Australia,Direct,0,2,2025-08-28 19:42:26,cart
session_2051,Mobile,Australia,Direct,0,0,2025-02-19 14:37:38,home
session_2052,Tablet,Germany,Email,0,1,2025-07-27 14:35:14,product_page
session_2053,Desktop,Australia,Email,1,4,2025-01-25 03:22:33,confirmation
session_2054,Tablet,India,Google,0,1,2025-04-28 17:04:27,product_page
session_2055,Desktop,USA,Google,0,0,2025-07-18 18:59:28,home
session_2056,Tablet,Australia,Direct,0,0,2025-08-23 00:38:18,home
session_2057,Desktop,USA,Google,0,1,2025-07-17 14:42:51,product_page
session_2058,Tablet,Australia,Direct,0,1,2025-06-05 17:51:18,product_page
session_2059,Desktop,Germany,Direct,0,0,2025-07-09 10:10:29,home
session_206,Mobile,Canada,Email,0,2,2025-07-12 05:15:38,cart
session_2060,Desktop,USA,Email,0,1,2025-03-09 11:58:46,product_page
session_2061,Desktop,India,Google,0,1,2025-01-29 22:47:08,product_page
session_2062,Mobile,India,Google,0,1,2025-02-19 04:00:16,product_page
session_2063,Mobile,India,Direct,1,4,2025-01-10 02:23:40,confirmation
session_2064,Mobile,Germany,Social Media,1,4,2025-01-28 14:00:58,confirmation
session_2065,Desktop,UK,Social Media,0,0,2025-01-10 13:48:41,home
session_2066,Tablet,Canada,Google,0,0,2025-04-07 13:14:25,home
session_2067,Tablet,UK,Social Media,1,4,2025-07-22 22:12:07,confirmation
session_2068,Tablet,Australia,Google,1,4,2025-02-21 13:05:40,confirmation
session_2069,Desktop,Australia,Google,0,0,2025-06-14 02:04:52,home
session_207,Tablet,India,Google,0,1,2025-03-31 03:17:45,product_page
session_2070,Desktop,USA,Google,1,4,2025-01-24 20:27:34,confirmation
session_2071,Desktop,France,Direct,0,0,2025-06-21 15:49:17,home
session_2072,Tablet,France,Direct,0,1,2025-04-05 20:44:42,product_page
session_2073,Mobile,Germany,Google,0,1,2025-08-20 17:44:37,product_page
session_2074,Tablet,Canada,Direct,0,0,2025-01-09 15:51:12,home
session_2075,Tablet,USA,Direct,0,1,2025-02-09 20:06:16,product_page
session_2076,Mobile,Germany,Social Media,0,1,2025-02-03 23:08:20,product_page
session_2077,Tablet,Canada,Social Media,0,1,2025-05-15 10:14:30,product_page
session_2078,Tablet,France,Email,0,1,2025-06-30 04:09:11,product_page
session_2079,Desktop,France,Email,0,1,2025-02-18 18:38:36,product_page
session_208,Tablet,UK,Social Media,0,1,2025-03-26 21:22:38,product_page
session_2080,Tablet,Germany,Social Media,0,1,2025-04-24 17:38:29,product_page
session_2081,Mobile,Australia,Social Media,0,1,2025-02-27 06:11:06,product_page
session_2082,Mobile,UK,Social Media,0,1,2025-06-11 20:34:05,product_page
session_2083,Mobile,Australia,Direct,0,0,2025-04-09 17:05:57,home
session_2084,Mobile,France,Google,1,4,2025-07-27 07:21:44,confirmation
session_2085,Tablet,India,Social Media,0,1,2025-07-09 17:51:01,product_page
session_2086,Tablet,France,Email,0,1,2025-03-27 21:56:05,product_page
session_2087,Tablet,Canada,Social Media,0,1,2025-08-27 11:18:46,product_page
session_2088,Desktop,Canada,Social Media,0,1,2025-06-12 15:50:39,product_page
session_2089,Tablet,France,Social Media,0,1,2025-03-15 08:54:45,product_page
session_209,Desktop,Canada,Email,1,4,2025-07-23 17:29:09,confirmation
session_2090,Mobile,USA,Email,0,1,2025-06-17 07:35:43,product_page
session_2091,Desktop,India,Direct,0,1,2025-01-30 06:36:30,product_page
session_2092,Mobile,Canada,Google,0,0,2025-08-02 10:32:09,home
session_2093,Desktop,Canada,Social Media,0,1,2025-08-08 07:31:42,product_page
session_2094,Tablet,Australia,Social Media,0,1,2025-08-07 01:03:00,product_page
session_2095,Tablet,UK,Direct,0,0,2025-07-04 17:02:36,home
session_2096,Desktop,Germany,Email,0,2,2025-04-07 14:32:31,cart
session_2097,Mobile,India,Direct,0,0,2025-01-04 04:10:30,home
session_2098,Desktop,Canada,Email,0,1,2025-02-03 05:00:51,product_page
session_2099,Mobile,Australia,Google,0,0,2025-08-31 06:55:35,home
session_21,Tablet,Australia,Google,0,1,2025-02-14 06:39:24,product_page
session_210,Mobile,USA,Google,1,4,2025-01-04 10:20:09,confirmation
session_2100,Tablet,Canada,Email,0,2,2025-05-14 15:24:55,cart
session_2101,Desktop,UK,Email,1,4,2025-08-08 04:11:37,confirmation
session_2102,Desktop,Australia,Google,0,1,2025-07-17 01:03:06,product_page
session_2103,Tablet,Germany,Social Media,0,1,2025-02-12 01:18:24,product_page
session_2104,Tablet,USA,Direct,0,1,2025-03-16 05:00:31,product_page
session_2105,Mobile,Germany,Google,0,1,2025-06-23 08:13:29,product_page
session_2106,Tablet,India,Direct,0,1,2025-05-16 20:40:10,product_page
session_2107,Desktop,USA,Social Media,0,1,2025-08-14 05:10:26,product_page
session_2108,Tablet,France,Direct,1,4,2025-01-01 00:35:15,confirmation
session_2109,Mobile,UK,Google,0,0,2025-05-08 20:53:00,home
session_211,Mobile,India,Direct,0,1,2025-01-25 23:20:02,product_page
session_2110,Desktop,Australia,Email,0,1,2025-08-15 12:03:15,product_page
session_2111,Desktop,UK,Social Media,0,0,2025-06-19 04:00:58,home
session_2112,Tablet,Germany,Direct,0,1,2025-08-02 19:58:13,product_page
session_2113,Mobile,France,Social Media,0,0,2025-07-15 20:28:51,home
session_2114,Tablet,Canada,Direct,0,1,2025-05-18 02:26:36,product_page
session_2115,Mobile,USA,Google,0,1,2025-08-11 14:22:25,product_page
session_2116,Mobile,Germany,Google,1,4,2025-02-01 18:34:01,confirmation
session_2117,Tablet,UK,Direct,0,1,2025-03-20 13:20:18,product_page
session_2118,Tablet,Germany,Social Media,1,4,2025-06-10 07:24:03,confirmation
session_2119,Mobile,USA,Google,1,4,2025-08-19 03:12:02,confirmation
session_212,Desktop,UK,Social Media,0,3,2025-08-03 11:36:16,checkout
session_2120,Mobile,Australia,Direct,0,0,2025-06-13 15:13:21,home
session_2121,Mobile,France,Google,1,4,2025-07-14 09:25:47,confirmation
session_2122,Mobile,Germany,Social Media,1,4,2025-02-08 22:58:17,confirmation
session_2123,Tablet,Australia,Direct,1,4,2025-02-19 14:09:46,confirmation
session_2124,Mobile,India,Direct,0,0,2025-08-15 15:08:25,home
session_2125,Desktop,UK,Email,0,2,2025-08-25 21:08:50,cart
session_2126,Tablet,UK,Google,0,0,2025-03-26 14:56:44,home
session_2127,Desktop,USA,Email,0,0,2025-04-01 21:48:40,home
session_2128,Desktop,Australia,Social Media,0,1,2025-08-14 14:22:52,product_page
session_2129,Desktop,Germany,Direct,0,1,2025-08-27 09:55:22,product_page
session_213,Mobile,India,Social Media,0,1,2025-01-16 10:53:01,product_page
session_2130,Desktop,Germany,Direct,0,1,2025-02-11 01:00:14,product_page
session_2131,Tablet,Germany,Direct,1,4,2025-04-29 03:11:17,confirmation
session_2132,Mobile,Canada,Google,0,1,2025-02-23 07:04:15,product_page
session_2133,Mobile,Australia,Direct,0,1,2025-01-27 14:11:04,product_page
session_2134,Tablet,Germany,Direct,0,1,2025-08-14 17:19:45,product_page
session_2135,Mobile,India,Social Media,0,1,2025-05-27 21:08:12,product_page
session_2136,Tablet,France,Google,0,0,2025-02-19 08:04:11,home
session_2137,Tablet,UK,Social Media,0,1,2025-07-09 18:43:50,product_page
session_2138,Desktop,France,Direct,0,1,2025-05-28 04:09:19,product_page
session_2139,Mobile,India,Email,1,4,2025-04-04 05:05:14,confirmation
session_214,Mobile,UK,Email,0,0,2025-04-03 03:52:49,home
session_2140,Desktop,Australia,Direct,1,4,2025-03-21 14:24:48,confirmation
session_2141,Desktop,USA,Email,0,1,2025-01-05 06:51:38,product_page
session_2142,Desktop,Australia,Google,0,1,2025-06-08 03:42:21,product_page
session_2143,Mobile,UK,Email,1,4,2025-07-15 21:14:31,confirmation
session_2144,Desktop,Germany,Direct,0,1,2025-08-18 10:22:42,product_page
session_2145,Mobile,UK,Google,0,1,2025-08-10 16:54:32,product_page
session_2146,Desktop,Australia,Social Media,0,0,2025-06-03 09:42:53,home
session_2147,Tablet,Germany,Social Media,0,0,2025-03-24 21:06:27,home
session_2148,Desktop,India,Google,0,1,2025-08-08 13:29:43,product_page
session_2149,Mobile,USA,Direct,0,2,2025-06-01 11:06:40,cart
session_215,Tablet,Canada,Google,0,2,2025-04-05 08:07:57,cart
session_2150,Desktop,Canada,Social Media,0,2,2025-03-01 13:20:23,cart
session_2151,Mobile,Germany,Direct,0,1,2025-07-17 15:06:21,product_page
session_2152,Mobile,Germany,Direct,0,0,2025-08-06 01:25:22,home
session_2153,Tablet,India,Social Media,1,4,2025-08-09 11:15:17,confirmation
session_2154,Desktop,France,Email,0,3,2025-07-05 22:39:26,checkout
session_2155,Mobile,Germany,Email,0,1,2025-01-15 23:56:10,product_page
session_2156,Mobile,Australia,Direct,0,1,2025-07-17 09:45:51,product_page
session_2157,Tablet,France,Social Media,0,1,2025-04-15 04:14:00,product_page
session_2158,Mobile,India,Google,0,1,2025-06-02 08:34:51,product_page
session_2159,Mobile,UK,Direct,0,1,2025-03-07 00:35:54,product_page
session_216,Tablet,France,Google,1,4,2025-04-19 06:21:53,confirmation
session_2160,Desktop,Germany,Direct,0,0,2025-01-25 09:17:47,home
session_2161,Desktop,Australia,Direct,0,0,2025-07-09 21:28:29,home
session_2162,Desktop,USA,Direct,1,4,2025-03-01 23:12:41,confirmation
session_2163,Tablet,Germany,Direct,0,1,2025-01-12 19:12:30,product_page
session_2164,Tablet,Australia,Direct,0,0,2025-01-28 07:42:06,home
session_2165,Mobile,USA,Google,0,0,2025-04-09 19:31:15,home
session_2166,Tablet,France,Google,0,1,2025-05-16 14:33:23,product_page
session_2167,Desktop,Australia,Direct,0,0,2025-04-16 13:05:53,home
session_2168,Mobile,UK,Google,0,1,2025-06-21 05:44:19,product_page
session_2169,Mobile,Canada,Email,1,4,2025-08-10 10:25:37,confirmation
session_217,Tablet,France,Email,1,4,2025-01-28 08:39:38,confirmation
session_2170,Mobile,UK,Direct,1,4,2025-04-03 13:20:11,confirmation
session_2171,Desktop,USA,Social Media,0,1,2025-03-18 19:21:32,product_page
session_2172,Tablet,USA,Email,0,1,2025-02-20 05:53:26,product_page
session_2173,Tablet,Canada,Direct,0,1,2025-06-22 01:13:58,product_page
session_2174,Mobile,UK,Social Media,0,2,2025-03-14 10:14:14,cart
session_2175,Mobile,Germany,Direct,0,2,2025-05-26 11:10:01,cart
session_2176,Mobile,UK,Email,0,0,2025-03-09 09:24:55,home
session_2177,Desktop,Canada,Google,0,1,2025-06-15 21:31:33,product_page
session_2178,Mobile,USA,Direct,0,0,2025-08-31 05:45:15,home
session_2179,Tablet,Germany,Social Media,0,0,2025-05-09 23:59:27,home
session_218,Mobile,UK,Email,0,1,2025-05-22 20:41:14,product_page
session_2180,Desktop,India,Direct,0,0,2025-06-30 11:28:57,home
session_2181,Mobile,UK,Google,0,1,2025-03-19 01:09:15,product_page
session_2182,Tablet,UK,Direct,0,1,2025-08-11 21:52:27,product_page
session_2183,Desktop,Germany,Email,1,4,2025-02-05 19:03:11,confirmation
session_2184,Mobile,Australia,Google,0,1,2025-02-14 10:06:40,product_page
session_2185,Desktop,France,Direct,1,4,2025-05-13 11:50:43,confirmation
session_2186,Mobile,UK,Email,0,1,2025-07-03 10:48:42,product_page
session_2187,Tablet,Australia,Social Media,0,2,2025-05-09 04:03:13,cart
session_2188,Tablet,Canada,Social Media,0,1,2025-05-02 08:44:37,product_page
session_2189,Desktop,France,Direct,0,0,2025-03-16 01:50:57,home
session_219,Desktop,Germany,Email,0,1,2025-02-24 23:10:13,product_page
session_2190,Tablet,Canada,Direct,1,4,2025-03-04 19:33:09,confirmation
session_2191,Desktop,Australia,Google,0,1,2025-02-14 08:23:10,product_page
session_2192,Tablet,France,Google,0,2,2025-07-08 12:33:49,cart
session_2193,Desktop,France,Direct,0,1,2025-01-11 04:04:09,product_page
session_2194,Mobile,Canada,Google,0,1,2025-08-31 15:48:33,product_page
session_2195,Desktop,UK,Direct,0,1,2025-02-17 19:39:00,product_page
session_2196,Mobile,Australia,Google,0,1,2025-01-15 07:40:44,product_page
session_2197,Desktop,Germany,Social Media,0,1,2025-08-07 09:11:04,product_page
session_2198,Mobile,France,Direct,0,1,2025-08-24 12:05:36,product_page
session_2199,Desktop,France,Social Media,0,0,2025-01-24 00:51:01,home
session_22,Desktop,UK,Social Media,0,0,2025-02-24 18:32:54,home
session_220,Mobile,UK,Social Media,0,1,2025-06-08 08:39:33,product_page
session_2200,Tablet,Australia,Email,0,1,2025-02-02 20:18:22,product_page
session_2201,Mobile,UK,Google,0,1,2025-01-31 03:57:06,product_page
session_2202,Desktop,UK,Google,0,0,2025-07-27 19:14:11,home
session_2203,Desktop,France,Direct,0,2,2025-05-13 13:05:35,cart
session_2204,Tablet,France,Email,1,4,2025-04-12 09:12:19,confirmation
session_2205,Tablet,Australia,Google,0,1,2025-01-10 22:05:07,product_page
session_2206,Tablet,Germany,Email,0,1,2025-04-07 16:51:59,product_page
session_2207,Mobile,USA,Google,0,1,2025-05-02 03:27:35,product_page
session_2208,Desktop,Australia,Google,1,4,2025-04-22 16:36:09,confirmation
session_2209,Tablet,France,Google,0,0,2025-05-03 23:24:51,home
session_221,Desktop,Canada,Google,0,1,2025-08-04 00:07:40,product_page
session_2210,Desktop,Germany,Direct,0,0,2025-04-14 17:43:24,home
session_2211,Tablet,USA,Email,0,1,2025-06-15 19:30:54,product_page
session_2212,Desktop,France,Social Media,1,4,2025-06-30 09:02:51,confirmation
session_2213,Tablet,UK,Email,0,1,2025-06-19 19:15:06,product_page
session_2214,Mobile,Canada,Google,0,1,2025-03-25 12:21:51,product_page
session_2215,Mobile,Canada,Social Media,0,2,2025-03-16 06:00:58,cart
session_2216,Desktop,Canada,Direct,1,4,2025-08-21 18:21:39,confirmation
session_2217,Desktop,India,Social Media,1,4,2025-05-03 07:34:32,confirmation
session_2218,Desktop,Australia,Social Media,0,0,2025-03-02 07:21:44,home
session_2219,Desktop,Australia,Direct,1,4,2025-06-02 21:09:52,confirmation
session_222,Mobile,France,Email,0,0,2025-01-06 06:48:30,home
session_2220,Desktop,Germany,Direct,0,1,2025-07-24 05:58:25,product_page
session_2221,Mobile,India,Direct,0,1,2025-05-24 19:35:19,product_page
