SessionID,PageType,StepOrder,Timestamp,TimeOnPage_seconds,ItemsInCart
session_416,confirmation,4,2025-04-30 05:42:07,92,0
session_417,home,0,2025-08-15 00:46:34,75,0
session_417,product_page,1,2025-08-15 00:46:51,17,0
session_418,home,0,2025-01-23 20:36:40,137,0
session_418,product_page,1,2025-01-23 20:37:51,71,0
session_419,home,0,2025-06-18 20:14:20,162,0
session_419,product_page,1,2025-06-18 20:16:33,133,2
session_419,cart,2,2025-06-18 20:17:41,68,2
session_419,checkout,3,2025-06-18 20:20:22,161,2
session_419,confirmation,4,2025-06-18 20:21:45,83,0
session_420,home,0,2025-05-01 00:52:44,111,0
session_420,product_page,1,2025-05-01 00:55:17,153,3
session_421,home,0,2025-02-12 03:32:48,33,0
session_422,home,0,2025-07-02 01:49:52,133,0
session_422,product_page,1,2025-07-02 01:51:33,101,3
session_423,home,0,2025-03-05 19:54:18,75,0
session_423,product_page,1,2025-03-05 19:56:58,160,1
session_424,home,0,2025-08-29 16:15:24,87,0
session_425,home,0,2025-08-15 07:53:16,42,0
session_425,product_page,1,2025-08-15 07:53:58,42,3
session_425,cart,2,2025-08-15 07:55:30,92,3
session_426,home,0,2025-05-03 11:04:50,167,0
session_427,home,0,2025-08-01 23:46:04,86,0
session_427,product_page,1,2025-08-01 23:47:52,108,3
session_428,home,0,2025-08-06 10:34:25,16,0
session_428,product_page,1,2025-08-06 10:35:57,92,0
session_428,cart,2,2025-08-06 10:36:25,28,2
session_428,checkout,3,2025-08-06 10:36:55,30,2
session_429,home,0,2025-01-14 17:12:59,154,0
session_429,product_page,1,2025-01-14 17:14:53,114,0
session_430,home,0,2025-03-30 18:43:55,94,0
session_430,product_page,1,2025-03-30 18:44:24,29,3
session_430,cart,2,2025-03-30 18:46:57,153,3
session_430,checkout,3,2025-03-30 18:49:05,128,3
session_430,confirmation,4,2025-03-30 18:52:01,176,0
session_431,home,0,2025-01-09 09:01:10,116,0
session_432,home,0,2025-08-11 03:28:48,139,0
session_432,product_page,1,2025-08-11 03:29:41,53,0
session_433,home,0,2025-06-16 19:38:57,138,0
session_433,product_page,1,2025-06-16 19:39:26,29,0
session_434,home,0,2025-08-27 16:33:49,153,0
session_434,product_page,1,2025-08-27 16:36:08,139,0
session_434,cart,2,2025-08-27 16:38:38,150,0
session_435,home,0,2025-06-23 12:41:20,132,0
session_435,product_page,1,2025-06-23 12:42:54,94,0
session_435,cart,2,2025-06-23 12:45:04,130,3
session_435,checkout,3,2025-06-23 12:45:34,30,3
session_435,confirmation,4,2025-06-23 12:47:40,126,0
session_436,home,0,2025-07-21 05:38:04,160,0
session_436,product_page,1,2025-07-21 05:40:36,152,0
session_436,cart,2,2025-07-21 05:41:18,42,0
session_436,checkout,3,2025-07-21 05:43:39,141,1
session_436,confirmation,4,2025-07-21 05:43:59,20,0
session_437,home,0,2025-02-02 00:07:12,116,0
session_437,product_page,1,2025-02-02 00:07:53,41,0
session_438,home,0,2025-06-13 23:35:37,128,0
session_438,product_page,1,2025-06-13 23:36:46,69,0
session_438,cart,2,2025-06-13 23:37:42,56,5
session_438,checkout,3,2025-06-13 23:39:34,112,5
session_438,confirmation,4,2025-06-13 23:40:33,59,0
session_439,home,0,2025-07-21 08:33:15,138,0
session_439,product_page,1,2025-07-21 08:35:52,157,3
session_440,home,0,2025-08-14 04:24:35,144,0
session_440,product_page,1,2025-08-14 04:26:31,116,5
session_440,cart,2,2025-08-14 04:28:47,136,5
session_440,checkout,3,2025-08-14 04:31:06,139,5
session_441,home,0,2025-01-01 15:11:19,62,0
session_441,product_page,1,2025-01-01 15:13:15,116,4
session_442,home,0,2025-01-02 22:20:20,54,0
session_442,product_page,1,2025-01-02 22:20:56,36,0
session_443,home,0,2025-07-07 06:32:38,24,0
session_443,product_page,1,2025-07-07 06:34:17,99,0
session_444,home,0,2025-01-25 02:34:04,122,0
session_445,home,0,2025-07-30 06:14:48,38,0
session_445,product_page,1,2025-07-30 06:16:18,90,0
session_446,home,0,2025-03-03 04:58:17,147,0
session_446,product_page,1,2025-03-03 04:59:46,89,5
session_446,cart,2,2025-03-03 05:00:42,56,5
session_446,checkout,3,2025-03-03 05:02:14,92,5
session_446,confirmation,4,2025-03-03 05:05:14,180,0
session_447,home,0,2025-02-25 18:08:57,163,0
session_447,product_page,1,2025-02-25 18:11:35,158,1
session_448,home,0,2025-05-19 15:22:59,118,0
session_449,home,0,2025-06-01 12:46:33,165,0
session_449,product_page,1,2025-06-01 12:48:40,127,4
session_449,cart,2,2025-06-01 12:49:43,63,4
session_449,checkout,3,2025-06-01 12:52:19,156,4
session_449,confirmation,4,2025-06-01 12:52:43,24,0
session_450,home,0,2025-07-31 09:17:21,156,0
session_450,product_page,1,2025-07-31 09:19:07,106,0
session_450,cart,2,2025-07-31 09:19:29,22,0
session_450,checkout,3,2025-07-31 09:21:48,139,3
session_450,confirmation,4,2025-07-31 09:22:19,31,0
session_451,home,0,2025-08-14 09:16:48,34,0
session_451,product_page,1,2025-08-14 09:18:18,90,0
session_451,cart,2,2025-08-14 09:19:36,78,0
session_451,checkout,3,2025-08-14 09:20:52,76,3
session_451,confirmation,4,2025-08-14 09:23:17,145,0
session_452,home,0,2025-02-09 08:24:42,87,0
session_452,product_page,1,2025-02-09 08:26:20,98,2
session_452,cart,2,2025-02-09 08:27:49,89,2
session_452,checkout,3,2025-02-09 08:28:29,40,2
session_452,confirmation,4,2025-02-09 08:29:36,67,0
session_453,home,0,2025-07-31 11:48:14,21,0
session_453,product_page,1,2025-07-31 11:49:06,52,1
session_454,home,0,2025-07-29 06:53:27,78,0
session_454,product_page,1,2025-07-29 06:53:48,21,0
session_455,home,0,2025-07-28 15:30:04,56,0
session_456,home,0,2025-04-15 09:40:21,31,0
session_456,product_page,1,2025-04-15 09:41:15,54,1
session_457,home,0,2025-06-10 15:44:40,158,0
session_457,product_page,1,2025-06-10 15:45:15,35,2
session_457,cart,2,2025-06-10 15:47:53,158,2
session_457,checkout,3,2025-06-10 15:48:51,58,2
session_457,confirmation,4,2025-06-10 15:51:08,137,0
session_458,home,0,2025-03-07 14:40:24,90,0
session_458,product_page,1,2025-03-07 14:41:03,39,0
session_459,home,0,2025-01-29 10:38:41,111,0
session_460,home,0,2025-05-22 08:34:04,152,0
session_461,home,0,2025-07-07 19:30:10,21,0
session_461,product_page,1,2025-07-07 19:31:50,100,1
session_462,home,0,2025-04-02 14:21:55,134,0
session_462,product_page,1,2025-04-02 14:24:12,137,0
session_463,home,0,2025-01-10 14:02:53,110,0
session_463,product_page,1,2025-01-10 14:04:03,70,5
session_463,cart,2,2025-01-10 14:05:21,78,5
session_463,checkout,3,2025-01-10 14:06:07,46,5
session_463,confirmation,4,2025-01-10 14:08:20,133,0
session_464,home,0,2025-06-29 11:53:18,67,0
session_465,home,0,2025-04-04 19:37:07,44,0
session_466,home,0,2025-01-27 20:23:46,154,0
session_466,product_page,1,2025-01-27 20:25:57,131,0
session_467,home,0,2025-01-20 04:10:17,75,0
session_467,product_page,1,2025-01-20 04:13:02,165,3
session_468,home,0,2025-06-24 13:01:10,150,0
session_469,home,0,2025-02-23 23:37:27,151,0
session_469,product_page,1,2025-02-23 23:38:34,67,2
session_470,home,0,2025-04-02 17:30:48,80,0
session_470,product_page,1,2025-04-02 17:31:42,54,2
session_470,cart,2,2025-04-02 17:33:20,98,2
session_470,checkout,3,2025-04-02 17:34:09,49,2
session_470,confirmation,4,2025-04-02 17:34:37,28,0
session_471,home,0,2025-03-16 16:21:32,176,0
session_471,product_page,1,2025-03-16 16:24:29,177,5
session_472,home,0,2025-05-01 07:04:36,126,0
session_472,product_page,1,2025-05-01 07:04:54,18,0
session_472,cart,2,2025-05-01 07:06:40,106,5
session_472,checkout,3,2025-05-01 07:09:10,150,5
session_472,confirmation,4,2025-05-01 07:10:39,89,0
session_473,home,0,2025-04-05 05:38:29,152,0
session_473,product_page,1,2025-04-05 05:39:49,80,4
session_473,cart,2,2025-04-05 05:41:35,106,4
session_474,home,0,2025-06-07 16:54:02,173,0
session_474,product_page,1,2025-06-07 16:54:20,18,0
session_474,cart,2,2025-06-07 16:54:51,31,0
session_475,home,0,2025-06-27 11:47:15,89,0
session_475,product_page,1,2025-06-27 11:48:59,104,4
session_476,home,0,2025-06-27 03:50:49,159,0
session_477,home,0,2025-06-24 10:47:45,117,0
session_477,product_page,1,2025-06-24 10:50:39,174,0
session_477,cart,2,2025-06-24 10:51:39,60,1
session_478,home,0,2025-01-23 19:12:35,170,0
session_478,product_page,1,2025-01-23 19:15:22,167,5
session_479,home,0,2025-08-12 03:30:00,66,0
session_479,product_page,1,2025-08-12 03:32:06,126,1
session_480,home,0,2025-07-16 18:50:41,127,0
session_480,product_page,1,2025-07-16 18:53:01,140,1
session_481,home,0,2025-02-25 08:37:39,74,0
session_482,home,0,2025-08-11 22:33:17,39,0
session_482,product_page,1,2025-08-11 22:34:02,45,0
session_482,cart,2,2025-08-11 22:34:46,44,0
session_482,checkout,3,2025-08-11 22:36:56,130,1
session_483,home,0,2025-01-29 19:15:58,115,0
session_484,home,0,2025-07-10 15:11:30,123,0
session_484,product_page,1,2025-07-10 15:12:37,67,2
session_484,cart,2,2025-07-10 15:14:57,140,2
session_484,checkout,3,2025-07-10 15:17:49,172,2
session_484,confirmation,4,2025-07-10 15:20:16,147,0
session_485,home,0,2025-01-19 09:57:00,152,0
session_486,home,0,2025-01-14 15:20:10,165,0
session_486,product_page,1,2025-01-14 15:22:06,116,0
session_487,home,0,2025-04-11 04:22:55,174,0
session_488,home,0,2025-01-12 01:02:04,138,0
session_488,product_page,1,2025-01-12 01:03:14,70,0
session_488,cart,2,2025-01-12 01:04:58,104,1
session_488,checkout,3,2025-01-12 01:05:53,55,1
session_488,confirmation,4,2025-01-12 01:06:49,56,0
session_489,home,0,2025-07-09 08:29:12,85,0
session_489,product_page,1,2025-07-09 08:31:24,132,4
session_490,home,0,2025-05-28 13:29:31,137,0
session_490,product_page,1,2025-05-28 13:31:58,147,3
session_490,cart,2,2025-05-28 13:32:26,28,3
session_491,home,0,2025-01-19 16:14:55,31,0
session_491,product_page,1,2025-01-19 16:16:04,69,4
session_492,home,0,2025-04-21 09:10:28,118,0
session_492,product_page,1,2025-04-21 09:12:15,107,0
session_493,home,0,2025-07-24 23:47:37,58,0
session_493,product_page,1,2025-07-24 23:50:22,165,0
session_494,home,0,2025-08-03 13:49:07,23,0
session_494,product_page,1,2025-08-03 13:51:48,161,0
session_495,home,0,2025-03-25 15:39:19,180,0
session_495,product_page,1,2025-03-25 15:40:09,50,2
session_496,home,0,2025-03-08 23:23:20,33,0
session_496,product_page,1,2025-03-08 23:24:02,42,0
session_497,home,0,2025-03-16 10:10:52,155,0
session_498,home,0,2025-02-03 13:00:56,177,0
session_498,product_page,1,2025-02-03 13:01:11,15,0
session_499,home,0,2025-03-27 11:15:06,35,0
session_499,product_page,1,2025-03-27 11:17:34,148,1
session_500,home,0,2025-05-02 15:05:06,30,0
session_501,home,0,2025-03-12 11:45:11,122,0
session_501,product_page,1,2025-03-12 11:48:03,172,1
session_502,home,0,2025-04-05 01:30:35,116,0
session_502,product_page,1,2025-04-05 01:31:16,41,3
session_503,home,0,2025-02-26 23:13:33,127,0
session_503,product_page,1,2025-02-26 23:15:37,124,5
session_504,home,0,2025-08-06 02:02:42,23,0
session_504,product_page,1,2025-08-06 02:04:07,85,3
session_505,home,0,2025-04-05 17:18:38,71,0
session_505,product_page,1,2025-04-05 17:19:02,24,5
session_506,home,0,2025-03-13 19:53:13,73,0
session_507,home,0,2025-03-11 10:22:08,136,0
session_507,product_page,1,2025-03-11 10:22:55,47,0
session_508,home,0,2025-03-14 17:47:04,179,0
session_508,product_page,1,2025-03-14 17:49:01,117,2
session_508,cart,2,2025-03-14 17:51:56,175,2
session_508,checkout,3,2025-03-14 17:53:54,118,2
session_508,confirmation,4,2025-03-14 17:55:12,78,0
session_509,home,0,2025-02-01 15:17:58,82,0
session_510,home,0,2025-05-24 06:11:55,64,0
session_510,product_page,1,2025-05-24 06:12:44,49,1
session_511,home,0,2025-07-28 15:33:21,54,0
session_511,product_page,1,2025-07-28 15:33:37,16,0
session_512,home,0,2025-08-24 04:09:00,114,0
session_512,product_page,1,2025-08-24 04:09:32,32,0
session_513,home,0,2025-03-10 19:47:10,101,0
session_513,product_page,1,2025-03-10 19:49:39,149,4
session_514,home,0,2025-01-07 23:33:35,85,0
session_515,home,0,2025-04-21 18:34:14,154,0
session_515,product_page,1,2025-04-21 18:35:59,105,0
session_516,home,0,2025-05-16 23:44:20,104,0
session_516,product_page,1,2025-05-16 23:46:45,145,0
session_517,home,0,2025-06-13 03:46:38,16,0
session_518,home,0,2025-06-09 13:56:03,150,0
session_518,product_page,1,2025-06-09 13:57:06,63,0
session_519,home,0,2025-03-07 07:52:58,127,0
session_519,product_page,1,2025-03-07 07:53:34,36,1
session_519,cart,2,2025-03-07 07:56:19,165,1
session_519,checkout,3,2025-03-07 07:57:53,94,1
session_519,confirmation,4,2025-03-07 07:58:19,26,0
session_520,home,0,2025-07-30 09:18:20,41,0
session_521,home,0,2025-01-14 04:27:11,153,0
session_521,product_page,1,2025-01-14 04:28:31,80,0
session_521,cart,2,2025-01-14 04:30:14,103,0
session_522,home,0,2025-01-25 20:47:05,96,0
session_523,home,0,2025-06-13 06:36:51,75,0
session_523,product_page,1,2025-06-13 06:37:54,63,0
session_524,home,0,2025-05-28 15:04:06,102,0
session_524,product_page,1,2025-05-28 15:04:54,48,5
session_525,home,0,2025-07-01 18:00:23,130,0
session_525,product_page,1,2025-07-01 18:02:00,97,0
session_526,home,0,2025-06-14 15:42:15,127,0
session_526,product_page,1,2025-06-14 15:42:54,39,4
session_527,home,0,2025-01-01 12:51:56,75,0
session_527,product_page,1,2025-01-01 12:53:10,74,4
session_528,home,0,2025-07-24 09:39:44,30,0
session_528,product_page,1,2025-07-24 09:42:19,155,0
session_529,home,0,2025-01-05 04:09:50,85,0
session_530,home,0,2025-08-09 21:35:17,142,0
session_530,product_page,1,2025-08-09 21:37:56,159,0
session_530,cart,2,2025-08-09 21:39:34,98,0
session_530,checkout,3,2025-08-09 21:41:06,92,1
session_530,confirmation,4,2025-08-09 21:43:04,118,0
session_531,home,0,2025-02-17 21:19:11,164,0
session_531,product_page,1,2025-02-17 21:21:23,132,2
session_532,home,0,2025-04-26 11:56:50,68,0
session_533,home,0,2025-03-28 22:23:06,56,0
session_533,product_page,1,2025-03-28 22:24:06,60,4
session_534,home,0,2025-01-07 12:35:31,47,0
session_534,product_page,1,2025-01-07 12:38:25,174,1
session_534,cart,2,2025-01-07 12:40:52,147,1
session_535,home,0,2025-02-04 11:13:56,85,0
session_535,product_page,1,2025-02-04 11:16:23,147,2
session_535,cart,2,2025-02-04 11:17:34,71,2
session_535,checkout,3,2025-02-04 11:20:09,155,2
session_535,confirmation,4,2025-02-04 11:22:40,151,0
session_536,home,0,2025-03-12 13:16:12,173,0
session_537,home,0,2025-08-19 14:00:52,121,0
session_537,product_page,1,2025-08-19 14:02:48,116,1
session_538,home,0,2025-04-05 13:04:10,63,0
session_539,home,0,2025-06-21 11:29:46,121,0
session_539,product_page,1,2025-06-21 11:32:24,158,0
session_540,home,0,2025-07-13 23:14:07,118,0
session_540,product_page,1,2025-07-13 23:16:05,118,3
session_541,home,0,2025-07-29 04:15:25,133,0
session_541,product_page,1,2025-07-29 04:16:08,43,4
session_542,home,0,2025-02-15 11:50:36,20,0
session_542,product_page,1,2025-02-15 11:51:43,67,0
session_543,home,0,2025-05-16 02:43:58,116,0
session_543,product_page,1,2025-05-16 02:44:36,38,5
session_543,cart,2,2025-05-16 02:45:58,82,5
session_543,checkout,3,2025-05-16 02:47:26,88,5
session_543,confirmation,4,2025-05-16 02:49:28,122,0
session_544,home,0,2025-07-01 12:49:06,137,0
session_545,home,0,2025-01-24 13:48:49,131,0
session_545,product_page,1,2025-01-24 13:51:19,150,0
session_546,home,0,2025-05-14 03:03:56,149,0
session_546,product_page,1,2025-05-14 03:06:06,130,2
session_547,home,0,2025-02-12 17:24:20,170,0
session_547,product_page,1,2025-02-12 17:25:06,46,3
session_548,home,0,2025-05-05 04:49:05,162,0
session_548,product_page,1,2025-05-05 04:50:54,109,5
session_548,cart,2,2025-05-05 04:53:37,163,5
session_548,checkout,3,2025-05-05 04:54:03,26,5
session_548,confirmation,4,2025-05-05 04:56:30,147,0
session_549,home,0,2025-08-13 21:59:36,119,0
session_549,product_page,1,2025-08-13 22:02:14,158,3
session_550,home,0,2025-03-25 17:40:23,126,0
session_550,product_page,1,2025-03-25 17:42:51,148,1
session_550,cart,2,2025-03-25 17:44:04,73,1
session_551,home,0,2025-01-23 13:38:32,68,0
session_551,product_page,1,2025-01-23 13:41:12,160,2
session_552,home,0,2025-05-04 01:13:33,163,0
session_552,product_page,1,2025-05-04 01:14:48,75,0
session_552,cart,2,2025-05-04 01:16:04,76,3
session_553,home,0,2025-06-30 18:52:54,137,0
session_554,home,0,2025-08-22 02:26:53,37,0
session_554,product_page,1,2025-08-22 02:28:01,68,0
session_554,cart,2,2025-08-22 02:29:35,94,5
session_554,checkout,3,2025-08-22 02:30:56,81,5
session_554,confirmation,4,2025-08-22 02:32:10,74,0
session_555,home,0,2025-08-18 11:58:38,144,0
session_555,product_page,1,2025-08-18 12:01:27,169,2
session_556,home,0,2025-05-26 03:35:38,102,0
session_556,product_page,1,2025-05-26 03:37:02,84,0
session_556,cart,2,2025-05-26 03:37:42,40,5
session_556,checkout,3,2025-05-26 03:39:02,80,5
session_556,confirmation,4,2025-05-26 03:39:22,20,0
session_557,home,0,2025-03-10 12:46:38,101,0
session_557,product_page,1,2025-03-10 12:48:29,111,0
session_558,home,0,2025-01-02 14:49:53,53,0
session_558,product_page,1,2025-01-02 14:52:31,158,2
session_559,home,0,2025-03-18 23:26:16,148,0
session_559,product_page,1,2025-03-18 23:26:38,22,0
session_559,cart,2,2025-03-18 23:28:13,95,0
session_559,checkout,3,2025-03-18 23:30:29,136,3
session_559,confirmation,4,2025-03-18 23:31:18,49,0
session_560,home,0,2025-08-17 11:08:26,72,0
session_561,home,0,2025-05-24 21:06:19,157,0
session_561,product_page,1,2025-05-24 21:07:03,44,0
session_562,home,0,2025-03-11 21:45:48,142,0
session_562,product_page,1,2025-03-11 21:46:30,42,4
session_562,cart,2,2025-03-11 21:48:14,104,4
session_563,home,0,2025-05-03 02:39:49,91,0
session_563,product_page,1,2025-05-03 02:42:25,156,0
session_564,home,0,2025-02-09 16:23:23,161,0
session_565,home,0,2025-08-08 12:32:06,90,0
session_566,home,0,2025-06-02 12:57:16,108,0
session_566,product_page,1,2025-06-02 13:00:16,180,0
session_566,cart,2,2025-06-02 13:00:58,42,2
session_566,checkout,3,2025-06-02 13:02:13,75,2
session_566,confirmation,4,2025-06-02 13:04:22,129,0
session_567,home,0,2025-08-19 00:30:56,98,0
session_568,home,0,2025-03-19 05:41:02,169,0
session_569,home,0,2025-05-25 18:52:02,147,0
session_569,product_page,1,2025-05-25 18:54:45,163,0
session_570,home,0,2025-08-10 06:20:35,108,0
session_570,product_page,1,2025-08-10 06:21:21,46,3
session_571,home,0,2025-05-29 22:19:36,123,0
session_571,product_page,1,2025-05-29 22:20:57,81,4
session_572,home,0,2025-02-01 14:42:02,40,0
session_572,product_page,1,2025-02-01 14:44:46,164,1
session_572,cart,2,2025-02-01 14:47:23,157,1
session_572,checkout,3,2025-02-01 14:49:14,111,1
session_572,confirmation,4,2025-02-01 14:50:59,105,0
session_573,home,0,2025-08-08 06:26:57,147,0
session_573,product_page,1,2025-08-08 06:27:43,46,3
session_574,home,0,2025-02-06 15:54:50,36,0
session_574,product_page,1,2025-02-06 15:56:53,123,4
session_575,home,0,2025-06-23 18:13:45,124,0
session_575,product_page,1,2025-06-23 18:15:07,82,5
session_576,home,0,2025-03-01 22:54:44,81,0
session_576,product_page,1,2025-03-01 22:56:52,128,0
session_577,home,0,2025-02-27 16:01:15,69,0
session_577,product_page,1,2025-02-27 16:03:34,139,0
session_577,cart,2,2025-02-27 16:05:06,92,3
session_577,checkout,3,2025-02-27 16:07:43,157,3
session_577,confirmation,4,2025-02-27 16:08:50,67,0
session_578,home,0,2025-01-27 05:59:41,161,0
session_578,product_page,1,2025-01-27 06:01:34,113,2
session_579,home,0,2025-01-02 01:03:42,107,0
session_579,product_page,1,2025-01-02 01:03:59,17,1
session_579,cart,2,2025-01-02 01:04:29,30,1
session_580,home,0,2025-05-05 19:12:12,19,0
session_580,product_page,1,2025-05-05 19:13:44,92,1
session_580,cart,2,2025-05-05 19:14:05,21,1
session_580,checkout,3,2025-05-05 19:15:44,99,1
session_581,home,0,2025-05-07 22:51:01,43,0
session_581,product_page,1,2025-05-07 22:52:03,62,0
session_582,home,0,2025-07-26 01:45:54,79,0
session_583,home,0,2025-06-21 15:28:06,18,0
session_583,product_page,1,2025-06-21 15:30:52,166,2
session_584,home,0,2025-02-09 06:15:41,122,0
session_585,home,0,2025-07-10 20:12:40,126,0
session_586,home,0,2025-03-29 18:34:32,122,0
session_586,product_page,1,2025-03-29 18:35:56,84,2
session_586,cart,2,2025-03-29 18:36:12,16,2
session_586,checkout,3,2025-03-29 18:37:16,64,2
session_586,confirmation,4,2025-03-29 18:40:09,173,0
session_587,home,0,2025-05-19 19:42:54,118,0
session_587,product_page,1,2025-05-19 19:44:06,72,0
session_588,home,0,2025-07-01 18:15:57,65,0
session_588,product_page,1,2025-07-01 18:17:13,76,5
session_589,home,0,2025-05-12 07:13:34,61,0
session_589,product_page,1,2025-05-12 07:15:01,87,0
session_590,home,0,2025-06-19 15:59:24,79,0
session_590,product_page,1,2025-06-19 16:00:07,43,0
session_591,home,0,2025-06-08 15:17:46,142,0
session_592,home,0,2025-06-13 13:59:58,147,0
session_593,home,0,2025-04-03 04:40:29,141,0
session_593,product_page,1,2025-04-03 04:42:45,136,0
session_593,cart,2,2025-04-03 04:43:32,47,0
session_594,home,0,2025-02-04 04:58:04,44,0
session_594,product_page,1,2025-02-04 04:59:02,58,5
session_595,home,0,2025-06-10 10:28:59,103,0
session_595,product_page,1,2025-06-10 10:30:35,96,2
session_596,home,0,2025-04-16 01:00:00,157,0
session_596,product_page,1,2025-04-16 01:01:10,70,0
session_596,cart,2,2025-04-16 01:02:14,64,1
session_596,checkout,3,2025-04-16 01:05:06,172,1
session_596,confirmation,4,2025-04-16 01:05:44,38,0
session_597,home,0,2025-06-07 18:32:22,88,0
session_597,product_page,1,2025-06-07 18:33:22,60,3
session_598,home,0,2025-02-15 03:52:02,135,0
session_598,product_page,1,2025-02-15 03:52:20,18,5
session_599,home,0,2025-04-07 02:12:10,151,0
session_599,product_page,1,2025-04-07 02:13:29,79,4
session_599,cart,2,2025-04-07 02:16:11,162,4
session_599,checkout,3,2025-04-07 02:18:12,121,4
session_599,confirmation,4,2025-04-07 02:19:28,76,0
session_600,home,0,2025-05-22 19:18:26,29,0
session_601,home,0,2025-01-30 01:15:09,82,0
session_601,product_page,1,2025-01-30 01:17:32,143,0
session_601,cart,2,2025-01-30 01:19:34,122,5
session_602,home,0,2025-03-14 10:58:39,116,0
session_603,home,0,2025-07-25 12:29:57,149,0
session_603,product_page,1,2025-07-25 12:32:09,132,2
session_604,home,0,2025-02-09 09:48:39,134,0
session_604,product_page,1,2025-02-09 09:49:31,52,0
session_604,cart,2,2025-02-09 09:51:16,105,4
session_605,home,0,2025-08-08 07:38:53,59,0
session_605,product_page,1,2025-08-08 07:40:05,72,0
session_605,cart,2,2025-08-08 07:41:54,109,3
session_605,checkout,3,2025-08-08 07:42:55,61,3
session_605,confirmation,4,2025-08-08 07:45:11,136,0
session_606,home,0,2025-03-23 03:29:28,155,0
session_607,home,0,2025-07-29 03:34:37,98,0
session_607,product_page,1,2025-07-29 03:34:58,21,5
session_608,home,0,2025-07-09 01:59:56,143,0
session_608,product_page,1,2025-07-09 02:01:58,122,5
session_608,cart,2,2025-07-09 02:03:53,115,5
session_608,checkout,3,2025-07-09 02:06:26,153,5
session_608,confirmation,4,2025-07-09 02:06:52,26,0
session_609,home,0,2025-01-19 02:04:14,156,0
session_609,product_page,1,2025-01-19 02:05:37,83,0
session_609,cart,2,2025-01-19 02:07:53,136,4
session_609,checkout,3,2025-01-19 02:10:34,161,4
session_609,confirmation,4,2025-01-19 02:13:12,158,0
session_610,home,0,2025-01-11 21:16:39,122,0
session_611,home,0,2025-02-07 03:31:03,101,0
session_611,product_page,1,2025-02-07 03:31:50,47,4
session_611,cart,2,2025-02-07 03:33:27,97,4
session_611,checkout,3,2025-02-07 03:34:12,45,4
session_612,home,0,2025-07-11 23:38:38,64,0
session_612,product_page,1,2025-07-11 23:38:58,20,0
session_612,cart,2,2025-07-11 23:40:13,75,4
session_612,checkout,3,2025-07-11 23:41:09,56,4
session_612,confirmation,4,2025-07-11 23:43:51,162,0
session_613,home,0,2025-07-26 13:33:54,171,0
session_613,product_page,1,2025-07-26 13:35:53,119,2
session_614,home,0,2025-04-04 18:42:44,75,0
session_614,product_page,1,2025-04-04 18:45:44,180,0
session_615,home,0,2025-03-13 22:22:07,115,0
session_615,product_page,1,2025-03-13 22:24:55,168,3
session_616,home,0,2025-05-03 07:20:20,122,0
session_617,home,0,2025-01-08 04:52:39,162,0
session_617,product_page,1,2025-01-08 04:53:46,67,0
session_617,cart,2,2025-01-08 04:55:42,116,0
session_617,checkout,3,2025-01-08 04:57:52,130,2
session_617,confirmation,4,2025-01-08 05:00:18,146,0
session_618,home,0,2025-02-10 07:44:23,174,0
session_618,product_page,1,2025-02-10 07:45:06,43,0
session_619,home,0,2025-04-07 13:30:14,119,0
session_619,product_page,1,2025-04-07 13:32:04,110,0
session_619,cart,2,2025-04-07 13:33:39,95,2
session_619,checkout,3,2025-04-07 13:36:38,179,2
session_620,home,0,2025-01-25 15:45:22,175,0
session_620,product_page,1,2025-01-25 15:46:09,47,0
session_621,home,0,2025-08-13 23:05:03,22,0
session_621,product_page,1,2025-08-13 23:06:47,104,0
session_621,cart,2,2025-08-13 23:07:51,64,5
session_621,checkout,3,2025-08-13 23:10:32,161,5
session_621,confirmation,4,2025-08-13 23:12:13,101,0
session_622,home,0,2025-02-12 13:27:47,25,0
session_623,home,0,2025-08-20 07:45:54,121,0
session_624,home,0,2025-05-08 16:30:36,121,0
session_624,product_page,1,2025-05-08 16:31:11,35,1
session_624,cart,2,2025-05-08 16:34:08,177,1
session_625,home,0,2025-01-24 06:06:09,130,0
session_625,product_page,1,2025-01-24 06:07:34,85,3
session_626,home,0,2025-03-22 12:07:56,152,0
session_627,home,0,2025-03-23 14:55:37,70,0
session_627,product_page,1,2025-03-23 14:56:16,39,0
session_627,cart,2,2025-03-23 14:58:04,108,4
session_627,checkout,3,2025-03-23 14:59:04,60,4
session_628,home,0,2025-07-13 21:51:03,162,0
session_628,product_page,1,2025-07-13 21:53:25,142,0
session_629,home,0,2025-03-15 03:29:41,154,0
session_629,product_page,1,2025-03-15 03:30:39,58,0
session_630,home,0,2025-04-16 01:11:39,34,0
session_630,product_page,1,2025-04-16 01:14:15,156,3
session_631,home,0,2025-03-01 07:54:56,58,0
session_631,product_page,1,2025-03-01 07:57:35,159,0
session_632,home,0,2025-02-08 21:17:14,171,0
session_633,home,0,2025-08-22 21:44:57,46,0
session_633,product_page,1,2025-08-22 21:46:09,72,0
session_633,cart,2,2025-08-22 21:47:25,76,2
session_633,checkout,3,2025-08-22 21:48:14,49,2
session_633,confirmation,4,2025-08-22 21:50:19,125,0
session_634,home,0,2025-01-14 18:38:38,22,0
session_635,home,0,2025-07-26 15:56:56,68,0
session_635,product_page,1,2025-07-26 15:57:38,42,1
session_636,home,0,2025-04-16 18:57:15,176,0
session_636,product_page,1,2025-04-16 19:00:02,167,0
